"respondent","hh_size","adults_hh","country_direction","country_change","economic_situation","political_situation","economy_change","attitude_Kopacz","hh_finances","future_finances","politics_interest","religious_participation","DATE","weight","married","ed_level","urban_rural","policies_improve_economic","know_FXborrower","province","past.turnout","employed","treat","income.quint","age","currentFXloan","pastFXloan","LeftRight","female","retired","in.labor.force","PiS2011","POPSL2011","vote.intent.rev","gi","ps","turnout.intent.ord","immigration.summary","antimigrant.summary"
"7614",1764,1,1,1,NA,3,NA,NA,2,3,3,3,2,2015-10-19,1.93232253973252,0,1,2,3,1,"Dolnoslaskie",1,1,"history",4,75,0,0,0,1,1,0,NA,NA,"PO/PSL","big","50/50",2,1.22222222222222,5.77777777777778
"7615",1768,3,2,2,3,2,3,3,4,5,3,3,3,2015-10-19,0.902225833556412,1,4,3,4,1,"Podkarpackie",1,2,"cntrl",5,35,0,0,-2,0,0,1,0,0,"other","none","none",2,3,4
"7616",1774,6,6,1,2,3,2,2,4,4,4,3,4,2015-10-19,1.05857060999264,0,4,1,3,0,"Mazowieckie",0,2,"cntrl",3,23,0,0,-1,0,0,1,0,0,"other","some","50/50",2,2.33333333333333,4.66666666666667
"7617",1779,3,3,1,3,3,3,3,4,4,3,2,5,2015-10-19,1.15181933784998,0,4,3,4,0,"Zachodniopomorskie",NA,2,"cntrl",NA,25,0,0,1,0,0,1,NA,NA,"other","none","some",2,2.22222222222222,4.77777777777778
"7618",1785,2,2,NA,3,3,3,3,4,4,3,3,5,2015-10-19,0.809442751064806,1,4,3,3,0,"Zachodniopomorskie",NA,2,"cntrl",5,64,0,0,0,0,0,1,NA,NA,"PiS","none","some",2,3.55555555555556,3.44444444444444
"7619",1787,5,4,2,NA,3,NA,NA,3,5,4,3,4,2015-10-19,0.803872494245512,1,2,1,3,0,"Lódzkie",0,2,"Hungary",3,45,0,0,1,0,0,1,0,0,"NoVote","DK","50/50",0,3.875,3.125
"7620",1788,3,3,NA,NA,2,NA,3,2.5,5,3,4,2,2015-10-19,0.651218789463964,1,2,1,3,0,"Lódzkie",1,1,"info",3,67,0,0,NA,1,1,0,0,1,"PO/PSL","none","none",2,4,3
"7621",1789,4,4,2,NA,3,NA,NA,NA,3,3,4,3,2015-10-19,0.771371956091994,1,2,1,NA,0,"Lódzkie",1,2,"cntrl",3,47,0,0,NA,1,0,1,0,1,"DK","none","50/50",1,3,4
"7622",1792,3,3,NA,2,4,2,2,2,3,3,3,4,2015-10-19,1.19792074473859,1,2,2,2,0,"Dolnoslaskie",1,1,"info",2,63,0,0,3,1,1,0,0,1,"PO/PSL","DK","some",2,4.11111111111111,2.88888888888889
"7623",1796,1,1,1,3,3,3,2,2,3,3,3,5,2015-10-19,1.51174592825726,0,4,2,2,0,"Dolnoslaskie",1,2,"info",5,36,0,1,-1,1,0,1,0,1,"PO/PSL","some","90/10",2,4,3
"7624",1803,4,4,2,3,3,3,3,2.5,3,3,3,3,2015-10-19,1.19596989140811,1,2,2,3,0,"Dolnoslaskie",0,1,"history",4,79,0,0,1,0,1,0,0,0,"DK","none","some",1,4,3
"7625",1807,4,2,NA,2,2,NA,2,2.5,3,4,5,3,2015-10-19,1.03261178988037,1,4,2,NA,0,"Lubuskie",1,2,"cntrl",3,39,1,0,NA,0,0,1,0,0,"DK","big","90/10",2,4,3
"7626",1808,3,2,2,NA,3,3,3,2.5,5,3,5,4,2015-10-19,1.08895091461039,1,4,2,2,1,"Lubuskie",0,2,"info",4,34,0,0,NA,1,0,1,0,0,"NoVote","some","some",0,2.44444444444444,4.55555555555556
"7627",1814,3,2,NA,NA,4,5,5,4,5,4,2,3,2015-10-19,1.21523550915377,1,4,3,4,1,"Malopolskie",1,2,"cntrl",5,30,0,0,1,0,0,1,0,1,"other","none","none",2,2.22222222222222,4.77777777777778
"7628",1815,2,2,2,4,5,5,5,4,5,4,4,5,2015-10-19,0.963191475836976,0,3,3,4,1,"Malopolskie",0,2,"cntrl",NA,24,0,0,3,0,0,1,0,0,"other","none","none",2,2.44444444444444,4.55555555555556
"7629",1816,2,2,1,2,2,NA,NA,1,5,4,1,3,2015-10-19,0.819481022065265,0,4,3,1,0,"Malopolskie",1,2,"history",5,60,0,0,2,1,0,1,0,1,"PO/PSL","none","none",2,4.88888888888889,2.11111111111111
"7630",1819,1,1,2,3,4,3,3,4,3,3,3,1,2015-10-19,1.33273872860893,0,1,3,4,0,"Slaskie",0,1,"info",4,85,0,0,NA,1,0,0,0,0,"PiS","none","none",2,2.33333333333333,4.66666666666667
"7631",1820,4,2,1,3,2,3,3,2,4,3,2,2,2015-10-19,0.686844812675951,1,4,2,2,1,"Swietokrzyskie",1,2,"history",NA,39,0,0,0,0,0,1,0,1,"PO/PSL","none","none",2,3.66666666666667,3.33333333333333
"7632",1821,3,2,2,3,2,3,3,3,5,3,2,4,2015-10-19,1.70789073164577,1,4,2,4,1,"Swietokrzyskie",NA,2,"history",5,34,0,0,1,0,0,1,NA,NA,"PiS","some","some",2,4.16666666666667,2.83333333333333
"7633",1822,3,2,2,3,2,3,2,3,4,3,4,3,2015-10-19,0.770309574002061,1,4,2,3,1,"Swietokrzyskie",0,2,"Hungary",3,32,0,0,1,1,0,1,0,0,"DK","none","none",1,2.22222222222222,4.77777777777778
"7634",1824,3,3,1,4,2,4,3,2,5,3,3,5,2015-10-19,0.530462811818143,1,3,2,2,1,"Swietokrzyskie",1,2,"history",5,55,0,0,-3,0,0,1,0,0,"other","none","none",2,3.44444444444444,3.55555555555556
"7635",1826,3,1,2,4,4,4,4,2.5,3,3,3,4,2015-10-19,1.24469006562771,0,3,3,3,1,"Warminsko-mazurskie",NA,2,"Hungary",1,39,0,0,0,1,0,1,NA,NA,"PiS","big","50/50",2,2,5
"7636",1827,4,4,2,4,5,5,5,2.5,3,3,5,4,2015-10-19,1.48559079856096,1,2,3,NA,1,"Warminsko-mazurskie",0,2,"info",1,41,0,0,NA,0,0,1,0,0,"DK","none","none",1,2.11111111111111,4.88888888888889
"7637",1828,1,1,NA,3,3,2,2,4,3,2,3,4,2015-10-19,1.35935893745076,0,1,2,3,1,"Wielkopolskie",1,1,"history",5,54,0,0,3,1,0,0,1,0,"PiS","some","50/50",2,3.44444444444444,3.55555555555556
"7638",1830,2,2,2,2,4,2,2,4,1,4,3,4,2015-10-19,0.737674281646527,1,2,1,4,0,"Wielkopolskie",1,2,"history",4,62,0,0,3,0,0,1,1,0,"PiS","some","50/50",2,2.55555555555556,4.44444444444444
"7639",1831,6,3,1,3,3,3,3,2.5,4,4,3,2,2015-10-17,0.955142834719721,1,2,1,1,0,"Wielkopolskie",1,2,"Hungary",1,44,0,0,0,0,0,1,NA,NA,"DK","none","none",2,3.375,3.625
"7640",1832,3,3,2,4,3,4,3,4,3,3,3,4,2015-10-19,0.737674281646527,1,2,1,4,0,"Wielkopolskie",0,2,"info",3,58,0,0,0,0,0,1,0,0,"PiS","some","90/10",2,2.66666666666667,4.33333333333333
"7641",1833,2,2,2,4,3,4,3,2.5,3,3,5,5,2015-10-19,0.913306832031297,1,2,2,NA,1,"Slaskie",0,2,"history",3,52,0,0,0,1,0,1,0,0,"NoVote","none","none",0,2.33333333333333,4.66666666666667
"7642",1838,4,2,2,3,4,3,3,3,2,3,3,5,2015-10-19,0.585513318926477,1,2,3,3,0,"Lódzkie",0,1,"cntrl",1,47,0,0,1,1,0,1,0,0,"DK","big","90/10",1,3.55555555555556,3.44444444444444
"7643",1840,2,2,1,3,2,4,4,2,3,3,3,4,2015-10-19,0.813347370534091,1,4,3,2,1,"Lódzkie",1,2,"cntrl",5,36,0,0,-1,1,0,1,0,1,"PO/PSL","none","none",2,3.5,3.5
"7644",1851,3,2,1,3,2,4,3,2.5,5,3,3,5,2015-10-19,1.33083001189453,0,4,3,2,1,"Mazowieckie",1,2,"Hungary",5,38,0,0,1,0,0,1,0,1,"PO/PSL","none","DK",2,3.14285714285714,3.85714285714286
"7645",1853,2,2,NA,3,3,3,3,2,4,3,4,3,2015-10-19,0.840495062563102,0,3,3,3,1,"Lódzkie",1,2,"Hungary",4,34,0,0,0,1,0,1,0,1,"PO/PSL","none","50/50",2,4.11111111111111,2.88888888888889
"7646",1854,4,2,1,3,2,3,3,2,5,4,3,2,2015-10-19,1.09998751215331,1,4,1,1,1,"Slaskie",1,1,"Hungary",5,28,0,0,1,1,0,0,0,1,"PO/PSL","none","none",2,3.55555555555556,3.44444444444444
"7647",1855,2,2,1,3,2,3,3,2,5,3,3,5,2015-10-19,0.750593704754885,1,2,3,2,1,"Slaskie",1,1,"history",3,53,0,0,1,1,0,1,0,1,"other","big","some",2,3,4
"7648",1856,7,5,1,3,4,3,3,2.5,3,3,3,3,2015-10-19,1.12286263122217,0,2,3,3,0,"Slaskie",0,2,"history",NA,25,0,0,NA,0,0,1,0,0,"NoVote","some","none",0,3.33333333333333,3.66666666666667
"7649",1857,3,3,1,3,2,3,2,2.5,3,3,2,4,2015-10-19,1.03276773754102,0,2,3,3,1,"Slaskie",0,1,"Hungary",NA,23,0,0,0,0,0,1,0,0,"DK","none","none",2,2.55555555555556,4.44444444444444
"7650",1859,3,3,1,2,3,2,2,4,3,3,3,2,2015-10-19,0.92568521295106,1,2,2,2,1,"Malopolskie",1,1,"history",2,57,0,0,2,1,0,0,1,0,"PiS","big","90/10",2,3.5,3.5
"7651",1860,4,2,2,NA,3,NA,NA,4,3,3,3,4,2015-10-19,0.843847885064021,1,2,2,3,0,"Malopolskie",NA,1,"history",NA,31,0,0,2,1,0,1,NA,NA,"other","none","none",2,2.55555555555556,4.44444444444444
"7652",1862,4,2,NA,3,4,3,3,2,4,4,5,2,2015-10-19,1.14527339875447,1,2,2,3,0,"Slaskie",1,1,"cntrl",1,33,0,0,0,1,0,0,NA,NA,"DK","big","some",1,3.33333333333333,3.66666666666667
"7653",1864,1,1,1,1,2,3,2,2,4,4,3,4,2015-10-19,1.12131273077511,0,4,2,2,0,"Zachodniopomorskie",0,2,"Hungary",5,53,0,0,0,1,0,1,0,0,"NoVote","none","none",0,5.11111111111111,1.88888888888889
"7654",1866,3,3,2,NA,3,2,2,2.5,3,3,3,3,2015-10-19,1.49418082156545,1,1,2,2,0,"Zachodniopomorskie",1,2,"Hungary",2,61,0,0,0,0,0,1,0,1,"DK","some","90/10",1,4,3
"7655",1867,2,2,2,NA,2,3,3,2,3,3,3,4,2015-10-19,1.56192580964301,1,1,2,2,1,"Zachodniopomorskie",1,1,"info",3,68,0,0,2,0,1,0,0,1,"PO/PSL","big","90/10",2,2.375,4.625
"7656",1868,2,2,1,NA,3,4,NA,2,4,3,3,5,2015-10-19,1.09878982166203,1,4,2,2,1,"Zachodniopomorskie",1,2,"cntrl",5,54,0,0,0,0,0,1,0,1,"PO/PSL","big","50/50",2,4.625,2.375
"7657",1870,2,2,2,3,5,NA,3,3,3,3,3,3,2015-10-19,1.09878982166203,1,2,2,3,1,"Zachodniopomorskie",0,2,"Hungary",5,49,0,0,-2,0,0,1,0,0,"other","some","50/50",2,4.375,2.625
"7658",1871,2,2,2,4,4,2,2,4,3,3,3,4,2015-10-19,1.43377114074272,1,1,2,4,0,"Zachodniopomorskie",0,2,"info",4,59,0,0,0,1,0,1,0,0,"PiS","big","90/10",2,3.14285714285714,3.85714285714286
"7659",1873,5,3,1,2,3,3,3,3,4,4,2,2,2015-10-20,0.732674779895869,1,2,2,3,0,"Lódzkie",1,2,"Hungary",3,49,0,1,3,0,0,1,1,0,"PiS","none","none",2,2.88888888888889,4.11111111111111
"7660",1875,4,3,NA,2,3,NA,NA,3,3,3,3,2,2015-10-20,0.703430795446157,1,2,1,NA,0,"Malopolskie",NA,1,"history",3,54,0,0,NA,1,0,1,NA,NA,"PiS","some","some",2,3.55555555555556,3.44444444444444
"7661",1878,2,2,1,3,2,3,3,1,4,3,2,1,2015-10-19,0.54608720940499,1,4,1,2,0,"Opolskie",1,1,"info",4,61,0,0,-1,0,1,0,0,1,"DK","none","none",2,4,3
"7662",1879,3,3,2,3,3,3,3,2.5,4,4,3,4,2015-10-19,0.576018099991309,0,4,1,3,1,"Opolskie",1,2,"cntrl",3,24,0,0,3,1,0,1,0,1,"PO/PSL","some","90/10",2,2.77777777777778,4.22222222222222
"7663",1880,3,2,1,2,4,4,3,3,4,4,3,3,2015-10-19,0.712150569346834,1,4,1,4,1,"Opolskie",1,2,"cntrl",3,27,0,0,3,0,0,1,NA,NA,"DK","none","none",2,3.83333333333333,3.16666666666667
"7664",1883,1,1,2,4,3,4,4,2,3,3,2,2,2015-10-19,0.683358345560362,0,4,1,2,0,"Opolskie",1,2,"history",5,34,0,0,-1,1,0,1,0,1,"PO/PSL","none","none",2,4.11111111111111,2.88888888888889
"7665",1886,2,2,1,2,2,2,2,4,3,4,2,2,2015-10-19,0.472032683753371,1,2,1,3,1,"Opolskie",1,1,"history",4,65,0,0,3,1,1,0,1,0,"PiS","none","none",2,3.375,3.625
"7666",1891,3,3,1,3,2,3,NA,2,5,3,2,1,2015-10-19,0.523155555964113,1,4,1,2,0,"Opolskie",1,1,"history",NA,73,0,0,1,0,1,0,0,0,"other","none","none",2,2.28571428571429,4.71428571428571
"7667",1893,3,2,1,3,2,3,3,2,5,3,3,2,2015-10-19,0.683358345560362,1,4,1,2,1,"Opolskie",0,2,"info",4,28,0,0,NA,1,0,1,0,0,"DK","big","90/10",2,3.22222222222222,3.77777777777778
"7668",1896,3,2,NA,2,4,3,3,4,4,4,3,2,2015-10-20,1.38760067039524,1,2,1,4,0,"Podlaskie",NA,2,"Hungary",5,30,0,0,3,0,0,1,NA,NA,"PiS","none","some",2,2.33333333333333,4.66666666666667
"7669",1898,4,3,2,4,3,4,4,4,5,3,2,2,2015-10-20,0.858160884939958,1,4,1,4,0,"Malopolskie",1,1,"Hungary",NA,61,1,0,3,0,0,0,0,0,"other","none","none",2,2.44444444444444,4.55555555555556
"7670",1904,2,2,NA,NA,4,2,NA,4,4,3,3,1,2015-10-19,0.564320013563719,1,2,2,4,0,"Opolskie",1,1,"Hungary",4,70,0,0,3,1,1,0,1,0,"PiS","DK","none",2,3,4
"7671",1905,2,2,NA,4,3,4,4,2,4,3,3,2,2015-10-19,0.588096745381325,1,2,2,2,1,"Opolskie",1,1,"cntrl",3,69,0,0,-1,0,1,0,0,1,"PO/PSL","some","50/50",2,3.875,3.125
"7672",1906,3,3,NA,NA,3,3,3,2,4,3,3,2,2015-10-19,0.583643591720621,1,2,2,3,1,"Opolskie",1,2,"history",5,54,0,0,0,1,0,1,0,1,"DK","none","DK",1,3.14285714285714,3.85714285714286
"7673",1907,5,3,2,3,3,2,2,2.5,4,3,4,1,2015-10-20,1.05786920683063,1,2,1,3,0,"Podlaskie",1,2,"info",4,40,0,0,3,1,0,1,1,0,"DK","some","90/10",1,1.88888888888889,5.11111111111111
"7674",1921,5,5,2,3,4,3,2,4,3,3,3,1,2015-10-20,1.8068834539376,0,2,1,4,0,"Pomorskie",1,2,"Hungary",NA,40,0,0,3,0,0,1,1,0,"PiS","some","some",2,1,6
"7675",1922,3,3,NA,2,4,2,3,3,5,3,4,2,2015-10-19,1.07894243018212,0,3,3,4,0,"Dolnoslaskie",0,2,"Hungary",5,21,0,0,0,1,0,1,0,0,"PiS","DK","some",2,2.66666666666667,4.33333333333333
"7676",1925,6,6,2,NA,3,NA,NA,4,3,3,3,2,2015-10-19,0.93742329252713,1,3,3,3,0,"Dolnoslaskie",1,2,"info",3,62,1,0,1,0,0,1,0,1,"PiS","some","50/50",2,2.8,4.2
"7677",1926,4,4,1,2,2,3,1,2.5,3,3,3,4,2015-10-19,1.22690235967513,0,3,3,2,1,"Dolnoslaskie",0,1,"Hungary",NA,20,0,0,NA,0,0,1,0,0,"other","some","90/10",2,4.33333333333333,2.66666666666667
"7678",1930,3,3,2,3,3,3,3,3,3,4,4,2,2015-10-16,1.27966483915927,1,1,2,3,1,"Podlaskie",NA,1,"history",3,79,0,0,3,0,1,0,NA,NA,"PiS","some","90/10",2,1.77777777777778,5.22222222222222
"7679",1936,1,1,NA,NA,2,NA,NA,NA,5,3,4,3,2015-10-19,0.909182356433364,0,4,3,2,1,"Pomorskie",NA,2,"info",NA,65,0,0,0,0,0,1,NA,NA,"PO/PSL","none","DK",2,5.375,1.625
"7680",1952,3,3,NA,3,2,2,2,2,4,4,4,2,2015-10-17,1.0080900973256,0,4,1,2,0,"Slaskie",0,2,"Hungary",3,25,0,0,NA,1,0,1,0,0,"PO/PSL","none","some",2,2.77777777777778,4.22222222222222
"7681",1953,2,2,2,2,5,2,2,4,5,5,1,2,2015-10-19,1.31090413231351,1,4,2,4,1,"Mazowieckie",1,2,"Hungary",5,34,0,0,3,0,0,1,1,0,"PiS","big","90/10",2,1.77777777777778,5.22222222222222
"7682",1962,4,2,2,4,4,2,3,4,5,3,3,2,2015-10-19,1.25790432192959,1,4,2,3,0,"Mazowieckie",NA,2,"info",5,33,1,0,3,1,0,1,NA,NA,"PiS","none","none",2,3.28571428571429,3.71428571428571
"7683",1963,3,1,1,3,3,3,4,2,2,4,3,2,2015-10-19,1.14459820737219,0,4,2,2,0,"Mazowieckie",NA,2,"cntrl",1,39,0,1,0,1,0,1,NA,NA,"other","none","some",2,3.33333333333333,3.66666666666667
"7684",1967,3,3,1,1,2,2,1,3,3,3,4,2,2015-10-20,0.846953399078354,1,2,1,4,0,"Malopolskie",1,2,"info",NA,60,0,0,1,0,0,1,1,0,"PiS","big","90/10",2,2.44444444444444,4.55555555555556
"7685",1977,3,2,2,3,3,3,3,2.5,3,3,2,5,2015-10-17,1.13136275591352,1,2,1,3,1,"Slaskie",1,2,"Hungary",3,33,0,0,0,0,0,1,0,1,"PO/PSL","none","some",2,4,3
"7686",1982,3,3,NA,2,4,2,2,2.5,3,3,3,1,2015-10-20,1.17248045792445,0,1,1,2,0,"Slaskie",1,1,"history",NA,68,0,0,0,1,1,0,1,0,"PiS","none","50/50",2,1.66666666666667,5.33333333333333
"7687",1983,4,2,1,3,2,3,3,2.5,4,3,3,2,2015-10-20,0.917286075063766,1,4,1,NA,1,"Slaskie",1,2,"info",NA,36,0,0,0,1,0,1,0,1,"PO/PSL","some","50/50",2,3.77777777777778,3.22222222222222
"7688",1986,5,4,NA,3,NA,3,3,2.5,5,3,5,1,2015-10-20,0.691389182180787,1,2,1,4,0,"Podkarpackie",0,2,"Hungary",5,24,0,0,NA,0,0,1,0,0,"NoVote","some","none",0,3.66666666666667,3.33333333333333
"7689",1987,4,3,NA,3,4,3,3,2.5,3,3,3,2,2015-10-20,0.894994037075071,1,2,1,3,0,"Podkarpackie",0,1,"cntrl",1,42,0,0,0,1,0,0,0,0,"PiS","big","50/50",2,1.33333333333333,5.66666666666667
"7690",1988,1,1,2,4,2,5,2,2.5,3,3,2,5,2015-10-20,0.996857843853074,0,1,1,3,1,"Malopolskie",0,1,"history",3,58,0,0,-3,0,0,1,0,0,"DK","none","90/10",1,4,3
"7691",1992,4,2,2,3,NA,NA,NA,2.5,3,4,5,2,2015-10-20,0.782287406106964,1,4,1,NA,0,"Malopolskie",1,1,"info",1,35,0,0,NA,1,0,1,NA,NA,"NoVote","none","50/50",0,3.77777777777778,3.22222222222222
"7692",2003,5,2,2,3,4,3,3,2,3,3,3,4,2015-10-20,1.09651438473523,1,4,1,3,1,"Mazowieckie",0,2,"info",2,37,0,0,0,1,0,1,0,0,"DK","some","some",2,1.22222222222222,5.77777777777778
"7693",2007,1,1,2,NA,2,NA,NA,1,3,3,3,5,2015-10-20,0.837201425607684,0,3,2,2,1,"Dolnoslaskie",1,1,"Hungary",5,75,0,0,-2,1,1,0,0,1,"PO/PSL","none","none",2,4.44444444444444,2.55555555555556
"7694",2012,3,3,2,4,4,4,4,4,4,2,2,2,2015-10-20,0.793912345118454,1,2,2,3,1,"Dolnoslaskie",1,1,"history",5,52,0,0,1,1,0,1,1,0,"PiS","none","none",2,3.88888888888889,3.11111111111111
"7695",2014,2,2,1,2,2,2,2,2,3,3,3,1,2015-10-20,0.973538972678002,1,1,1,2,0,"Podkarpackie",1,1,"cntrl",3,67,0,0,3,1,1,0,0,1,"PO/PSL","none","DK",2,2.4,4.6
"7696",2017,1,1,2,3,3,3,3,4,1,3,4,2,2015-10-20,0.855875567435717,0,2,1,2,0,"Podkarpackie",1,2,"history",0,53,0,0,NA,1,0,0,NA,NA,"PiS","big","DK",2,3,4
"7697",2018,2,2,2,NA,3,3,3,4,4,3,2,5,2015-10-20,0.999235688281694,1,2,2,3,0,"Dolnoslaskie",0,1,"cntrl",3,69,0,0,0,0,1,0,0,0,"DK","none","none",1,5.22222222222222,1.77777777777778
"7698",2019,2,2,2,NA,4,NA,NA,2.5,3,3,3,2,2015-10-20,0.826667062201693,1,2,2,3,0,"Kujawsko-pomorskie",1,1,"info",2,67,0,0,-3,0,1,0,NA,NA,"PO/PSL","DK","50/50",2,2.55555555555556,4.44444444444444
"7699",2032,4,3,2,4,3,3,3,3,4,3,3,2,2015-10-20,0.775109796462003,0,2,3,3,0,"Kujawsko-pomorskie",0,1,"info",3,20,0,0,0,0,0,1,0,0,"other","none","none",2,3.22222222222222,3.77777777777778
"7700",2035,1,1,NA,NA,3,4,4,2,4,2,3,2,2015-10-20,0.748333618783203,0,4,3,3,1,"Kujawsko-pomorskie",NA,2,"Hungary",NA,50,0,0,0,1,0,1,NA,NA,"PO/PSL","none","none",2,4.33333333333333,2.66666666666667
"7701",2040,1,1,2,3,3,3,3,2.5,3,3,3,2,2015-10-19,0.620089028890359,0,4,3,3,0,"Kujawsko-pomorskie",0,1,"history",NA,57,0,0,-1,1,1,0,0,0,"NoVote","none","some",0,3,4
"7702",2046,4,2,2,3,2,NA,2,2,5,4,3,2,2015-10-20,0.886843553402965,1,4,2,2,0,"Slaskie",NA,2,"info",4,38,0,0,-2,1,0,1,NA,NA,"PiS","some","50/50",2,3.11111111111111,3.88888888888889
"7703",2050,3,3,1,2,3,1,3,2,3,3,3,NA,2015-10-20,1.1275946462397,1,4,3,2,0,"Pomorskie",1,2,"Hungary",NA,54,1,0,0,1,0,1,NA,NA,"DK","none","90/10",1,2.33333333333333,4.66666666666667
"7704",2063,3,2,2,3,3,3,3,3,3,3,2,2,2015-10-20,1.42748518538336,1,4,3,3,1,"Mazowieckie",1,2,"history",3,33,0,0,0,0,0,1,0,1,"other","none","some",2,4,3
"7705",2064,3,2,1,3,3,3,3,2.5,4,3,3,3,2015-10-20,1.49464031646991,1,4,3,3,1,"Mazowieckie",0,1,"history",NA,30,0,0,-1,1,0,0,0,0,"DK","DK","none",1,3.88888888888889,3.11111111111111
"7706",2067,2,2,1,2,2,3,NA,2,5,3,2,5,2015-10-20,0.824870258331941,1,2,3,2,0,"Slaskie",1,1,"info",NA,66,0,0,-3,0,1,0,0,0,"other","some","50/50",2,4.125,2.875
"7707",2070,4,2,1,4,2,4,3,2,2,4,2,5,2015-10-20,1.32332052155099,0,2,3,2,1,"Pomorskie",1,2,"history",5,37,0,0,-1,0,0,1,0,1,"other","some","90/10",2,4.55555555555556,2.44444444444444
"7708",2076,4,3,NA,5,2,5,4,NA,4,3,3,3,2015-10-20,0.827908653452735,1,4,3,NA,0,"Podkarpackie",NA,2,"info",5,53,1,0,-2,1,0,1,NA,NA,"DK","big","90/10",1,5,2
"7709",2079,1,1,2,3,4,3,3,4,2,3,3,2,2015-10-20,1.43362087359224,0,1,1,3,0,"Podlaskie",1,1,"history",2,58,0,1,0,0,0,1,NA,NA,"PO/PSL","none","none",2,2.75,4.25
"7710",2081,4,2,2,4,4,4,4,NA,4,3,3,2,2015-10-20,1.15860958464054,1,2,1,NA,0,"Podlaskie",0,2,"Hungary",1,45,0,0,0,1,0,1,0,0,"DK","some","some",2,2,5
"7711",2085,2,2,NA,2,3,NA,NA,4,5,4,4,2,2015-10-20,0.817354448742132,1,3,1,4,0,"Podlaskie",1,1,"Hungary",NA,32,0,0,3,1,0,0,1,0,"PiS","some","some",2,3.5,3.5
"7712",2099,5,2,NA,NA,2,NA,2,3,4,3,3,5,2015-10-20,1.22196731364247,1,4,2,3,0,"Zachodniopomorskie",1,2,"cntrl",1,36,1,0,1,0,0,1,0,1,"other","none","none",2,4.33333333333333,2.66666666666667
"7713",2102,3,2,2,3,4,3,3,2.5,3,3,3,2,2015-10-20,1.18526327615822,1,1,1,3,0,"Kujawsko-pomorskie",0,1,"history",NA,50,0,0,0,0,0,0,0,0,"NoVote","DK","DK",0,1,6
"7714",2103,2,2,2,3,2,3,3,2.5,1,3,3,2,2015-10-20,0.917042576104486,1,1,1,4,0,"Kujawsko-pomorskie",0,1,"history",4,65,0,0,3,0,1,0,0,0,"NoVote","none","50/50",0,1.625,5.375
"7715",2106,3,3,2,4,3,4,3,2.5,3,3,4,2,2015-10-20,1.13311354998811,0,2,1,2,1,"Mazowieckie",0,2,"history",3,27,0,0,0,1,0,1,0,0,"NoVote","none","none",0,2,5
"7716",2110,2,2,2,3,4,3,3,3,3,3,4,3,2015-10-20,0.549736383460421,1,3,2,NA,0,"Lódzkie",1,1,"cntrl",3,71,0,0,NA,1,1,0,0,1,"PiS","none","some",2,2.57142857142857,4.42857142857143
"7717",2111,3,2,1,NA,2,NA,3,2,5,3,3,2,2015-10-20,0.709617374307642,1,2,2,2,0,"Lódzkie",1,2,"cntrl",5,43,0,0,0,0,0,1,0,1,"PO/PSL","none","none",2,4.33333333333333,2.66666666666667
"7718",2112,2,2,2,3,4,3,3,NA,2,3,4,2,2015-10-20,0.966202907767598,1,1,2,4,0,"Lódzkie",NA,1,"Hungary",2,56,0,0,NA,1,0,0,NA,NA,NA,"some","DK",NA,2.625,4.375
"7719",2115,2,2,1,2,2,2,2,2,3,3,3,2,2015-10-20,0.983077956628936,0,2,2,2,0,"Malopolskie",1,1,"info",5,82,0,0,NA,1,1,0,0,1,"PO/PSL","none","none",2,NA,NA
"7720",2121,4,2,1,NA,2,4,4,2,5,3,3,2,2015-10-20,1.29500022073223,1,4,2,2,1,"Malopolskie",1,2,"Hungary",5,37,0,0,-1,1,0,1,0,1,"other","DK","none",2,3.11111111111111,3.88888888888889
"7721",2124,1,1,2,4,5,3,3,NA,2,3,3,4,2015-10-20,2.13668457045778,0,1,2,3,0,"Malopolskie",NA,2,"cntrl",3,40,0,0,NA,0,0,1,NA,NA,"DK","DK","90/10",1,2.77777777777778,4.22222222222222
"7722",2127,5,4,2,3,3,3,3,2.5,3,3,4,5,2015-10-20,1.30463495536971,1,2,2,3,0,"Warminsko-mazurskie",0,2,"info",3,51,0,0,NA,0,0,1,0,0,"NoVote","some","some",0,3.22222222222222,3.77777777777778
"7723",2132,4,3,2,3,3,3,3,2.5,4,4,3,2,2015-10-20,1.14303767716003,1,2,2,3,1,"Warminsko-mazurskie",0,2,"info",3,40,0,0,1,1,0,1,0,0,"DK","some","some",1,2.44444444444444,4.55555555555556
"7724",2138,2,2,2,4,3,4,4,2.5,3,3,5,4,2015-10-20,1.09799242552941,0,2,2,2,0,"Pomorskie",0,1,"info",3,19,0,0,0,1,0,1,0,0,"NoVote","some","90/10",0,3.11111111111111,3.88888888888889
"7725",2139,4,3,2,3,4,4,3,3,3,2,3,2,2015-10-20,0.982710900691289,0,2,2,3,0,"Pomorskie",NA,1,"info",2,61,0,0,0,1,1,0,NA,NA,"DK","big","DK",1,2.75,4.25
"7726",2145,2,2,2,3,3,3,3,2,4,2,2,4,2015-10-20,1.16610357801607,1,4,3,3,0,"Malopolskie",NA,2,"Hungary",2,25,0,0,0,1,0,1,NA,NA,"DK","some","some",1,3,4
"7727",2151,4,4,1,2,3,2,2,3,2,4,3,5,2015-10-14,1.26490444750195,0,3,3,4,1,"Mazowieckie",0,1,"Hungary",NA,20,0,0,1,0,0,1,0,0,"PiS","none","none",2,4.22222222222222,2.77777777777778
